study,es,hat,rstudent,cook_d,comparison
46,-0.9638358655495668,0.003750457059622621,-0.40115044773050046,0.000633689000223832,Strong Synergy
46,-1.4631001838840887,0.0037408756061063793,-0.8608836349057075,0.0028239652417910263,Strong Synergy
83,0.0,0.002972985440978067,0.4349268999487465,0.0005641428697954966,Strong Synergy
84,-1.017770010956424,0.003147682706761515,-0.4131098631888919,0.0005438303987590778,Strong Synergy
9,-1.6174247797700327,0.0038237884770196055,-1.0142034609484416,0.004077457773013851,Strong Synergy
9,-1.3874803321284688,0.0038245468096457925,-0.7999726665955883,0.0026326694448454003,Strong Synergy
9,0.021326801372389,0.0038139576751641726,0.5124663910353379,0.000963661395484608,Strong Synergy
9,-0.0218543550376684,0.0038139575883426673,0.47227296202146746,0.0008097466174664695,Strong Synergy
9,-1.278104895902194,0.0038248668766365855,-0.698052964194582,0.002049898820261682,Strong Synergy
9,-1.137875995810863,0.003825238872506353,-0.5673676413730926,0.0014040620933277064,Strong Synergy
9,0.0,0.0038266612034418782,0.49343492437954645,0.0008610414007513347,Strong Synergy
9,0.0434233785017827,0.0038266591313012672,0.5339209236874957,0.0010257397838864318,Strong Synergy
12,-0.1775166473126017,0.0037798867655765684,0.325915488780889,0.00038329285189707933,Strong Synergy
12,0.0,0.0037758221164158686,0.4901462012493377,0.0008928123306571749,Strong Synergy
12,-0.0739332224256048,0.00377183111843947,0.42145047343498887,0.0006545132373438092,Strong Synergy
12,0.0457980298767311,0.0037761539317289127,0.5325851759734276,0.0010590689985997652,Strong Synergy
17,-1.0282781893388,0.0038024489644111472,-0.4638143628580102,0.0008893227357005277,Strong Synergy
17,-1.4015500466638766,0.0037990600249524415,-0.8103733207404259,0.002586792587851433,Strong Synergy
17,-1.3639777163248916,0.003801979409661405,-0.7757669118345137,0.0023845722381818724,Strong Synergy
17,-1.1447958108707788,0.003802697703608203,-0.5721250076229849,0.0013292630241937453,Strong Synergy
17,-1.176235356102572,0.003801805639678589,-0.6012754613681076,0.0014602575833286367,Strong Synergy
30,-0.2047828025166584,0.003806684024385444,0.3017133471996456,0.0003147915046790378,Strong Synergy
30,-0.1880233961795052,0.0038072585698196927,0.31732222084158285,0.0003503875065534266,Strong Synergy
47,-0.6579945479701629,0.003831427895157465,-0.12012644895406431,0.00012394088340195582,Strong Synergy
47,-0.8218915512728504,0.0038310476587770704,-0.27301876368929645,0.00042284604488810983,Strong Synergy
47,-1.6139552866464029,0.003828025768678196,-1.0115298577589305,0.004090149572950881,Strong Synergy
47,-0.0109810393791742,0.003832106626666154,0.48354033958270104,0.0007929836483736208,Strong Synergy
70,0.6869158672031374,0.0038257408154211262,1.1337502099932704,0.00530287429792363,Strong Synergy
70,-0.7772544196691423,0.0038255736677609196,-0.231211760338336,0.00028705020232892966,Strong Synergy
70,-0.6517292021541685,0.0038244225708027563,-0.11417674228620411,9.024423550940046e-05,Strong Synergy
70,-1.6031429673059308,0.0038216777233587335,-1.0006164073568085,0.003963979871095312,Strong Synergy
70,1.4772473828749844,0.0038221736159786287,1.8696614078785099,0.015433263794154143,Strong Synergy
70,0.8412308896525743,0.0038240603621562566,1.2773291606090775,0.006818289436789981,Strong Synergy
70,-0.7749794810322365,0.003825717737645475,-0.22909531773101,0.0002832788358354304,Strong Synergy
70,-1.0674968483447642,0.0038250378049376897,-0.5017480734456714,0.001120593656705797,Strong Synergy
76,-1.7507145386290743,0.0036296710858482032,-1.1091576256013844,0.004505005503249427,Strong Synergy
76,-1.867428841204344,0.0036219402816055958,-1.2138444885950228,0.005376547918719461,Strong Synergy
76,-1.867428841204344,0.0036219402816055958,-1.2138444885950228,0.005376547918719461,Strong Synergy
5,1.0251273458414574,0.004474112616258104,1.1532572599789028,0.007462096108376918,Human Augmentation
5,0.9388231765314424,0.004480999304585595,0.9667156634759689,0.004853112003592883,Human Augmentation
5,0.9339209825686332,0.004478255707187032,0.9557767192918883,0.004705165409044968,Human Augmentation
5,0.7878669534342605,0.004483184690458102,0.6390362118442784,0.0017002349357235565,Human Augmentation
5,0.910932916917012,0.004358111449855612,0.8936341823869532,0.003722622966801169,Human Augmentation
5,0.8800350745747622,0.004363864481693435,0.8280050763543751,0.0031254635714130018,Human Augmentation
5,1.00994887841199,0.004354815878173039,1.1052822787895085,0.006073159699190444,Human Augmentation
5,0.5317601215354798,0.004379193258943095,0.08174243354836958,4.644724006164709e-08,Human Augmentation
5,0.937268588760468,0.0044343376482476405,0.9583106663899387,0.004573525601586188,Human Augmentation
5,1.1797507085634913,0.0044189042753059495,1.4795843292892483,0.012744732307343349,Human Augmentation
5,0.9347141352361084,0.004434459678984485,0.952805168564525,0.00451094820296336,Human Augmentation
5,1.197297225221122,0.004415410132383876,1.516825517095331,0.013468544111818593,Human Augmentation
